school_code
1010
1020
1030
1050
1060
1080
1100
1110
1130
1150
1190
1200
1230
1250
1260
1280
1290
1300
1330
1340
1350
1360
1370
1380
1390
1400
1410
1420
1430
1440
1460
1470
1490
1530
1580
2000
2010
2020
2090
2130
2140
2160
2190
2200
2210
2240
2260
2290
2320
2340
2370
2380
2390
2410
2420
2440
2450
2470
2480
2490
2510
2520
2540
2580
2590
2620
2630
2640
2650
2670
2690
2720
2730
4020
4030
4060
4100
4140
4150
4220
4240
4270
4280
4300
4310
4320
4330
4370
4380
4390
4400
4430
4440
4450
4460
4470
4480
4530
4560
4570
5020
5050
5060
5070
5080
5090
5110
5150
5170
5200
5210
5230
5240
5250
5260
5280
5290
5300
5320
5330
5340
5350
5370
5390
5400
5410
5420
5430
5440
5450
5470
5480
5490
5500
5510
5520
5530
5550
5560
5590
5600
5650
5680
6010
6020
6030
6040
6050
6060
6070
6090
6100
6110
6200
6210
6220
6230
6240
6250
6260
6270
6280
6300
6310
6320
6330
6340
6350
6380
6390
6400
6410
6430
6440
6450
6460
6470
6480
6540
7010
7100
7110
7120
7130
7150
7200
7220
7260
7270
7280
7290
7300
7310
7320
7330
7350
7360
7370
7380
7390
7400
7430
7440
7460
7470
7490
7500
7510
7530
7730
8010
8020
8030
8040
8090
8120
8140
8160
8180
8200
8210
8230
8240
8250
8260
8270
8300
8310
8320
8340
8350
8360
8370
8380
8390
8400
8410
8420
8430
8440
