"6380","2008-2009",96.4,94.3
"6390","2008-2009",96.7,94.3
"6400","2008-2009",96,94.3
"6410","2008-2009",95.1,94.3
"6430","2008-2009",94.8,94.3
"6440","2008-2009",93.9,94.3
"6450","2008-2009",96.4,94.3
"6460","2008-2009",92.3,94.3
"6470","2008-2009",92.4,94.3
"6480","2008-2009",97.8,94.3
"6540","2008-2009",96.4,94.3
"7010","2008-2009",95,94.3
"7100","2008-2009",96.9,94.3
"7110","2008-2009",92.1,94.3
"7120","2008-2009",95.2,94.3
"7130","2008-2009",95.7,94.3
"7150","2008-2009",94.5,94.3
"7200","2008-2009",94.9,94.3
"7220","2008-2009",92.6,94.3
"7260","2008-2009",95.8,94.3
"1010","2009-2010",93.5,94.3
"1020","2009-2010",93.1,94.3
"1030","2009-2010",94.3,94.3
"1050","2009-2010",95.5,94.3
"1060","2009-2010",94.7,94.3
"1080","2009-2010",95.7,94.3
"1100","2009-2010",93.5,94.3
"1110","2009-2010",97.4,94.3
"1130","2009-2010",93,94.3
"1150","2009-2010",96,94.3
"1190","2009-2010",90.7,94.3
"1200","2009-2010",92.1,94.3
"1230","2009-2010",88,94.3
"1250","2009-2010",93,94.3
"1260","2009-2010",94.2,94.3
"1280","2009-2010",97.9,94.3
"1290","2009-2010",96.2,94.3
"1300","2009-2010",94.1,94.3
"1330","2009-2010",94.9,94.3
"1340","2009-2010",96.1,94.3
"1350","2009-2010",93.4,94.3
"1360","2009-2010",95.2,94.3
"1370","2009-2010",96.7,94.3
"1380","2009-2010",94.6,94.3
"1390","2009-2010",94.4,94.3
"1400","2009-2010",92.5,94.3
"1410","2009-2010",95.1,94.3
"1420","2009-2010",94.4,94.3
"1430","2009-2010",89.9,94.3
"1440","2009-2010",91.9,94.3
"1460","2009-2010",95.6,94.3
"1470","2009-2010",91.3,94.3
"1490","2009-2010",89.2,94.3
"1530","2009-2010",94.8,94.3
"1580","2009-2010",87.6,94.3
"2000","2009-2010",95.1,94.3
"2010","2009-2010",95.4,94.3
"2020","2009-2010",95.6,94.3
"2090","2009-2010",92.2,94.3
"2130","2009-2010",95.1,94.3
"2140","2009-2010",96.3,94.3
"2160","2009-2010",96.9,94.3
"2190","2009-2010",95.4,94.3
"2200","2009-2010",92.7,94.3
"2210","2009-2010",95.5,94.3
"2240","2009-2010",90.2,94.3
"2260","2009-2010",96.7,94.3
"2290","2009-2010",94.9,94.3
"2320","2009-2010",92.3,94.3
"2340","2009-2010",97,94.3
"2370","2009-2010",94,94.3
"2380","2009-2010",95.6,94.3
"2390","2009-2010",96,94.3
"2410","2009-2010",96.8,94.3
"2420","2009-2010",93.8,94.3
"2440","2009-2010",93.4,94.3
"2450","2009-2010",95.5,94.3
"2470","2009-2010",95.2,94.3
"2480","2009-2010",90.4,94.3
"2490","2009-2010",96.6,94.3
"2510","2009-2010",92.3,94.3
"2520","2009-2010",97.2,94.3
"2540","2009-2010",94.8,94.3
"2580","2009-2010",96.2,94.3
"2590","2009-2010",95.2,94.3
"2620","2009-2010",97.7,94.3
"2630","2009-2010",96.7,94.3
"2640","2009-2010",94.7,94.3
"2650","2009-2010",97.9,94.3
"2670","2009-2010",97.3,94.3
"2690","2009-2010",95,94.3
"2720","2009-2010",94.9,94.3
"2730","2009-2010",97.7,94.3
"4020","2009-2010",95.6,94.3
"4030","2009-2010",97.9,94.3
"4060","2009-2010",91.6,94.3
"4100","2009-2010",94.2,94.3
"4140","2009-2010",92.6,94.3
"4150","2009-2010",96.9,94.3
"4220","2009-2010",92.2,94.3
"4240","2009-2010",93.4,94.3
"4270","2009-2010",97.7,94.3
"4280","2009-2010",95.3,94.3
"4300","2009-2010",94.6,94.3
"4310","2009-2010",95.8,94.3
"4320","2009-2010",92.5,94.3
"4330","2009-2010",96.1,94.3
"4370","2009-2010",95.7,94.3
"4380","2009-2010",96.6,94.3
"4390","2009-2010",92.2,94.3
"4400","2009-2010",96,94.3
"4430","2009-2010",93.4,94.3
"4440","2009-2010",91.4,94.3
"4450","2009-2010",93,94.3
"4460","2009-2010",95.2,94.3
"4470","2009-2010",95.2,94.3
"4480","2009-2010",95.5,94.3
"4530","2009-2010",96.4,94.3
"4560","2009-2010",90.5,94.3
"4570","2009-2010",92,94.3
"5020","2009-2010",94.7,94.3
"5050","2009-2010",94.6,94.3
"5060","2009-2010",94.8,94.3
"5070","2009-2010",93.7,94.3
"5080","2009-2010",97.4,94.3
"5090","2009-2010",96.1,94.3
"5110","2009-2010",93.6,94.3
"5150","2009-2010",94.7,94.3
"5170","2009-2010",94.1,94.3
"5200","2009-2010",97.3,94.3
"5210","2009-2010",95.8,94.3
"5230","2009-2010",94.3,94.3
"5240","2009-2010",96.4,94.3
"5250","2009-2010",96.9,94.3
"5260","2009-2010",93.9,94.3
"5280","2009-2010",96.8,94.3
"5290","2009-2010",95.9,94.3
"5300","2009-2010",96.1,94.3
"5320","2009-2010",94,94.3
"5330","2009-2010",95.1,94.3
"5340","2009-2010",97.1,94.3
"5350","2009-2010",95.5,94.3
"5370","2009-2010",96.1,94.3
"5390","2009-2010",95.9,94.3
"5400","2009-2010",94.5,94.3
"5410","2009-2010",92.5,94.3
"5420","2009-2010",99,94.3
"5430","2009-2010",94.7,94.3
"5440","2009-2010",96.2,94.3
"5450","2009-2010",97.3,94.3
"5470","2009-2010",95.5,94.3
"5480","2009-2010",95.5,94.3
"5490","2009-2010",90.9,94.3
"5500","2009-2010",91.8,94.3
"5510","2009-2010",95.2,94.3
"5520","2009-2010",93.2,94.3
"5530","2009-2010",93.2,94.3
"5550","2009-2010",94,94.3
"5560","2009-2010",97,94.3
"5590","2009-2010",94,94.3
"5650","2009-2010",93.8,94.3
"5680","2009-2010",92.8,94.3
"6010","2009-2010",96.7,94.3
"6020","2009-2010",93.5,94.3
"6030","2009-2010",94,94.3
"6040","2009-2010",95.7,94.3
"6050","2009-2010",96.3,94.3
"6060","2009-2010",93,94.3
"6070","2009-2010",94.3,94.3
"6090","2009-2010",93.3,94.3
"6100","2009-2010",97.1,94.3
"6110","2009-2010",94.9,94.3
"6200","2009-2010",96.7,94.3
"6210","2009-2010",98.2,94.3
"6220","2009-2010",93.5,94.3
"6230","2009-2010",94.8,94.3
"6240","2009-2010",94.4,94.3
"6250","2009-2010",91.6,94.3
"6260","2009-2010",93,94.3
"6270","2009-2010",96.5,94.3
"6280","2009-2010",93.7,94.3
"6300","2009-2010",94.8,94.3
"6310","2009-2010",95.7,94.3
"6320","2009-2010",91.2,94.3
"6330","2009-2010",93.1,94.3
"6340","2009-2010",91,94.3
"6350","2009-2010",94.6,94.3
"6380","2009-2010",90.8,94.3
"6390","2009-2010",93.7,94.3
"6400","2009-2010",96.7,94.3
"6410","2009-2010",95.6,94.3
"6430","2009-2010",94.6,94.3
"6440","2009-2010",95.2,94.3
"6450","2009-2010",97.2,94.3
"6460","2009-2010",93.1,94.3
"6470","2009-2010",94.2,94.3
"6480","2009-2010",97.5,94.3
"6540","2009-2010",97.4,94.3
"7010","2009-2010",93.2,94.3
"6220","2010-2011",93.3,94.2
"6230","2010-2011",93.2,94.2
"6240","2010-2011",95.1,94.2
"6250","2010-2011",94.3,94.2
"6260","2010-2011",92.4,94.2
"6270","2010-2011",97.3,94.2
"6280","2010-2011",94.6,94.2
"6300","2010-2011",95.3,94.2
"6310","2010-2011",91.2,94.2
"6320","2010-2011",92,94.2
"6330","2010-2011",90.3,94.2
"6340","2010-2011",92.2,94.2
"6350","2010-2011",94.4,94.2
"6380","2010-2011",96.2,94.2
"6390","2010-2011",92,94.2
"6400","2010-2011",94.5,94.2
"6410","2010-2011",91.4,94.2
"6430","2010-2011",92.5,94.2
"6440","2010-2011",91.8,94.2
"6450","2010-2011",95,94.2
"6460","2010-2011",96.9,94.2
"6470","2010-2011",94.7,94.2
"6480","2010-2011",97,94.2
"6540","2010-2011",95.1,94.2
"7010","2010-2011",91.4,94.2
"7100","2010-2011",94.7,94.2
"7110","2010-2011",90.1,94.2
"7120","2010-2011",93.3,94.2
"7130","2010-2011",92.1,94.2
"7150","2010-2011",95.9,94.2
"7200","2010-2011",94.1,94.2
"7220","2010-2011",94,94.2
"7260","2010-2011",96.1,94.2
"7270","2010-2011",94.2,94.2
"7280","2010-2011",93.7,94.2
"7290","2010-2011",96.2,94.2
"7300","2010-2011",95,94.2
"7310","2010-2011",95.1,94.2
"7320","2010-2011",91.3,94.2
"7330","2010-2011",92,94.2
"7350","2010-2011",93.1,94.2
"7360","2010-2011",87.5,94.2
"7370","2010-2011",93.2,94.2
"7380","2010-2011",94.9,94.2
"7390","2010-2011",87.5,94.2
"7400","2010-2011",94.1,94.2
"7430","2010-2011",94.1,94.2
"7440","2010-2011",96.1,94.2
"7460","2010-2011",94.5,94.2
"7470","2010-2011",96.1,94.2
"7490","2010-2011",95.3,94.2
"7500","2010-2011",92,94.2
"7510","2010-2011",91,94.2
"7530","2010-2011",92.1,94.2
"7730","2010-2011",96.4,94.2
"8010","2010-2011",93.4,94.2
"8020","2010-2011",92.2,94.2
"8030","2010-2011",96.2,94.2
"8040","2010-2011",97.8,94.2
"8090","2010-2011",92.9,94.2
"8120","2010-2011",95.6,94.2
"8140","2010-2011",92.4,94.2
"8160","2010-2011",94.5,94.2
"8180","2010-2011",93,94.2
"8200","2010-2011",93,94.2
"8210","2010-2011",95.4,94.2
"8230","2010-2011",95.9,94.2
"8240","2010-2011",95.6,94.2
"8250","2010-2011",93.9,94.2
"8260","2010-2011",92.5,94.2
"8270","2010-2011",90.2,94.2
"8300","2010-2011",97.2,94.2
"8310","2010-2011",94,94.2
"8320","2010-2011",93.3,94.2
"8340","2010-2011",95.5,94.2
"8350","2010-2011",95.1,94.2
"8360","2010-2011",95.9,94.2
"8370","2010-2011",96.2,94.2
"8380","2010-2011",95.4,94.2
"8390","2010-2011",93.5,94.2
"8400","2010-2011",91.9,94.2
"8410","2010-2011",96.4,94.2
"8420","2010-2011",94.4,94.2
"8430","2010-2011",96.3,94.2
"8440","2010-2011",95,94.2
"1010","2011-2012",95.2,93.6
"1020","2011-2012",91.1,93.6
"1030","2011-2012",95.2,93.6
"1050","2011-2012",93.5,93.6
"1060","2011-2012",93.1,93.6
"1080","2011-2012",94.9,93.6
"1100","2011-2012",93.3,93.6
"1110","2011-2012",96.1,93.6
"1130","2011-2012",95,93.6
"1150","2011-2012",94,93.6
"1190","2011-2012",96.3,93.6
"1200","2011-2012",92,93.6
"1230","2011-2012",94.3,93.6
"1250","2011-2012",94.6,93.6
"1260","2011-2012",90,93.6
"1280","2011-2012",97.7,93.6
"1290","2011-2012",92.6,93.6
"1300","2011-2012",95.9,93.6
"1330","2011-2012",94.1,93.6
"1340","2011-2012",93.4,93.6
"1350","2011-2012",91.7,93.6
"1360","2011-2012",94.8,93.6
"1370","2011-2012",94.5,93.6
"1380","2011-2012",93.1,93.6
"1390","2011-2012",94.5,93.6
"1400","2011-2012",93.2,93.6
"1410","2011-2012",94.1,93.6
"1420","2011-2012",96.2,93.6
"1430","2011-2012",89.5,93.6
"1440","2011-2012",92.1,93.6
"1460","2011-2012",95.3,93.6
"1470","2011-2012",93.3,93.6
"1490","2011-2012",91.7,93.6
"1530","2011-2012",92.8,93.6
"1580","2011-2012",95.6,93.6
"2000","2011-2012",94.2,93.6
"2010","2011-2012",93.5,93.6
"2020","2011-2012",95.8,93.6
"2090","2011-2012",90.2,93.6
"2130","2011-2012",90.9,93.6
"2140","2011-2012",96.5,93.6
"2160","2011-2012",94.7,93.6
"2190","2011-2012",92.5,93.6
"2200","2011-2012",91.2,93.6
"2210","2011-2012",93.4,93.6
"2240","2011-2012",93.2,93.6
"2260","2011-2012",94.6,93.6
"2290","2011-2012",93.2,93.6
"2320","2011-2012",95.4,93.6
"2340","2011-2012",94.7,93.6
"2370","2011-2012",90.8,93.6
"2380","2011-2012",96.2,93.6
"2390","2011-2012",92.3,93.6
"2410","2011-2012",96.9,93.6
"2420","2011-2012",93,93.6
"2440","2011-2012",91.8,93.6
"2450","2011-2012",91.5,93.6
"2470","2011-2012",88.9,93.6
"2480","2011-2012",93.5,93.6
"2490","2011-2012",96.8,93.6
"2510","2011-2012",97.4,93.6
"2520","2011-2012",96.6,93.6
"2540","2011-2012",94.9,93.6
"2580","2011-2012",97.3,93.6
"2590","2011-2012",92.1,93.6
"2620","2011-2012",96.5,93.6
"2630","2011-2012",93.3,93.6
"2640","2011-2012",96.5,93.6
"2650","2011-2012",96.2,93.6
"2670","2011-2012",96.9,93.6
"2690","2011-2012",93.1,93.6
"2720","2011-2012",95.5,93.6
"2730","2011-2012",91.7,93.6
"4020","2011-2012",92.7,93.6
"4030","2011-2012",97.8,93.6
"4060","2011-2012",95.8,93.6
"4100","2011-2012",91.3,93.6
"4140","2011-2012",96.3,93.6
"4150","2011-2012",90.3,93.6
"4220","2011-2012",90.6,93.6
"4240","2011-2012",94.6,93.6
"4270","2011-2012",97,93.6
"4280","2011-2012",95.7,93.6
"4300","2011-2012",90.4,93.6
"4310","2011-2012",95.6,93.6
"4320","2011-2012",94.8,93.6
"4330","2011-2012",96.6,93.6
"4370","2011-2012",96.2,93.6
"4380","2011-2012",95.7,93.6
"4390","2011-2012",95.2,93.6
"4400","2011-2012",94.7,93.6
"4430","2011-2012",92.3,93.6
"4440","2011-2012",93.4,93.6
"4450","2011-2012",93.7,93.6
"4460","2011-2012",95,93.6
"4470","2011-2012",93.5,93.6
"4480","2011-2012",92.4,93.6
"4530","2011-2012",95.1,93.6
"4560","2011-2012",92.3,93.6
"4570","2011-2012",95.9,93.6
"5020","2011-2012",92,93.6
"5050","2011-2012",96.4,93.6
"5060","2011-2012",93.6,93.6
"5070","2011-2012",91.3,93.6
"5080","2011-2012",95.9,93.6
"5090","2011-2012",96.1,93.6
"5110","2011-2012",95.5,93.6
"5150","2011-2012",96.5,93.6
"5170","2011-2012",95.7,93.6
"5200","2011-2012",94.8,93.6
"5210","2011-2012",95.1,93.6
"5230","2011-2012",95.4,93.6
"5240","2011-2012",95.4,93.6
"5250","2011-2012",95,93.6
"5260","2011-2012",91.6,93.6
"5280","2011-2012",88.9,93.6
"5290","2011-2012",93.6,93.6
"5300","2011-2012",92.2,93.6
"5320","2011-2012",91.5,93.6
"5330","2011-2012",90.9,93.6
"5340","2011-2012",96.6,93.6
"5350","2011-2012",96.4,93.6
"5370","2011-2012",97.3,93.6
"5390","2011-2012",94.8,93.6
"5400","2011-2012",93.7,93.6
"5410","2011-2012",93.8,93.6
"5420","2011-2012",96.5,93.6
"5430","2011-2012",94.3,93.6
"5440","2011-2012",92,93.6
"5450","2011-2012",93.6,93.6
"5470","2011-2012",94.4,93.6
"5480","2011-2012",92.5,93.6
"5490","2011-2012",93.3,93.6
"5500","2011-2012",94.4,93.6
"5510","2011-2012",94.5,93.6
"5520","2011-2012",93.4,93.6
"5530","2011-2012",92.3,93.6
"5550","2011-2012",91.6,93.6
"5560","2011-2012",94.4,93.6
"5590","2011-2012",95.7,93.6
"5600","2011-2012",91.8,93.6
"5650","2011-2012",95.2,93.6
"5680","2011-2012",95.4,93.6
"6010","2011-2012",95.4,93.6
"6020","2011-2012",94,93.6
"6030","2011-2012",94.2,93.6
"6040","2011-2012",95.2,93.6
"6050","2011-2012",93.7,93.6
"6060","2011-2012",91.6,93.6
"6070","2011-2012",86.6,93.6
"6090","2011-2012",93.3,93.6
"6100","2011-2012",95.5,93.6
"6110","2011-2012",93.6,93.6
"6200","2011-2012",93.7,93.6
"6210","2011-2012",97.3,93.6
"6220","2011-2012",92.6,93.6
"6230","2011-2012",89.2,93.6
"6240","2011-2012",92.4,93.6
"6250","2011-2012",92.5,93.6
"6260","2011-2012",93.2,93.6
"6270","2011-2012",96.9,93.6
"6280","2011-2012",92,93.6
"6300","2011-2012",95.9,93.6
"6310","2011-2012",94.9,93.6
"1010","2010-2011",93.1,94.2
"1020","2010-2011",93.5,94.2
"1030","2010-2011",96.2,94.2
"1050","2010-2011",92.1,94.2
"1060","2010-2011",93.7,94.2
"1080","2010-2011",96.9,94.2
"1100","2010-2011",90.2,94.2
"1110","2010-2011",97.3,94.2
"1130","2010-2011",93.6,94.2
"1150","2010-2011",94.5,94.2
"1190","2010-2011",97.1,94.2
"1200","2010-2011",92.7,94.2
"1230","2010-2011",88.3,94.2
"1250","2010-2011",95.2,94.2
"1260","2010-2011",92.8,94.2
"1280","2010-2011",97,94.2
"1290","2010-2011",96.4,94.2
"1300","2010-2011",94.6,94.2
"1330","2010-2011",93.8,94.2
"1340","2010-2011",95.6,94.2
"1350","2010-2011",94.2,94.2
"1360","2010-2011",95.1,94.2
"1370","2010-2011",96.8,94.2
"1380","2010-2011",93.3,94.2
"1390","2010-2011",93.8,94.2
"1400","2010-2011",93.8,94.2
"1410","2010-2011",95.1,94.2
"1420","2010-2011",96.7,94.2
"1430","2010-2011",88.5,94.2
"1440","2010-2011",92.4,94.2
"1460","2010-2011",94.9,94.2
"1470","2010-2011",97.4,94.2
"1490","2010-2011",96.3,94.2
"1530","2010-2011",90,94.2
"1580","2010-2011",95.4,94.2
"2000","2010-2011",95.3,94.2
"2010","2010-2011",94.4,94.2
"2020","2010-2011",94.1,94.2
"2090","2010-2011",92.8,94.2
"2130","2010-2011",94.2,94.2
"2140","2010-2011",95.6,94.2
"2160","2010-2011",96.1,94.2
"2190","2010-2011",94.1,94.2
"2200","2010-2011",92.6,94.2
"2210","2010-2011",95.4,94.2
"2240","2010-2011",94.9,94.2
"2260","2010-2011",95.3,94.2
"2290","2010-2011",95.4,94.2
"2320","2010-2011",96,94.2
"2340","2010-2011",96.2,94.2
"2370","2010-2011",91.4,94.2
"2380","2010-2011",96.1,94.2
"2390","2010-2011",96.7,94.2
"2410","2010-2011",95.9,94.2
"2420","2010-2011",93.3,94.2
"2440","2010-2011",93.3,94.2
"2450","2010-2011",94.6,94.2
"2470","2010-2011",94.1,94.2
"2480","2010-2011",88,94.2
"2490","2010-2011",95.1,94.2
