"2720","2009-2010",4,0,0,0,0
"6430","2009-2010",3,0,0,3,0
"5370","2009-2010",7,0,0,2,0
"6440","2009-2010",3,0,0,0,0
"7500","2009-2010",8,0,0,4,0
"1110","2009-2010",7,2,0,2,0
"2590","2010-2011",10,0,0,1,0
"2640","2010-2011",11,2,0,0,0
"2420","2009-2010",12,1,1,1,0
"5060","2010-2011",7,3,1,3,1
"6030","2008-2009",45,13,0,13,0
"6100","2008-2009",12,0,0,0,0
"6110","2008-2009",31,2,0,8,0
"1300","2008-2009",12,1,0,2,0
"2370","2008-2009",26,1,1,0,0
"6250","2008-2009",7,0,0,0,1
"6260","2008-2009",5,0,0,1,0
"2450","2008-2009",4,0,1,0,0
"2480","2008-2009",22,0,0,0,0
"5400","2008-2009",18,0,1,0,0
"4530","2008-2009",3,1,1,1,0
"1030","2008-2009",11,1,0,0,4
"1420","2008-2009",2,0,1,1,0
"1490","2008-2009",12,0,0,1,0
"8090","2008-2009",12,2,0,3,2
"5450","2008-2009",11,2,0,1,1
"5520","2008-2009",18,3,0,3,0
"4440","2008-2009",5,0,1,2,0
"4480","2008-2009",2,0,0,1,0
"6380","2008-2009",3,1,0,1,1
"8200","2008-2009",13,0,0,4,0
"5170","2008-2009",18,0,1,3,0
"1380","2008-2009",14,1,0,0,1
"7370","2008-2009",32,0,1,3,0
"8240","2011-2012",16,2,6,1,0
"5550","2011-2012",7,6,1,2,0
"5590","2011-2012",7,1,1,3,1
"1460","2011-2012",8,1,1,5,1
"2010","2011-2012",15,3,0,3,5
"2210","2011-2012",6,0,2,0,0
"1370","2011-2012",10,0,2,3,0
"4320","2011-2012",13,0,3,1,5
"4030","2011-2012",8,0,1,1,1
"5490","2011-2012",14,0,0,2,3
"1230","2011-2012",21,0,2,2,1
"5450","2011-2012",6,5,1,7,2
"6410","2011-2012",15,2,0,3,3
"4310","2011-2012",15,1,0,3,0
"6300","2011-2012",0,0,1,0,1
"4470","2011-2012",9,0,0,2,0
"2130","2011-2012",10,1,0,5,2
"6010","2011-2012",6,4,0,1,8
"6070","2011-2012",3,1,0,1,0
"8160","2011-2012",5,1,0,2,3
"5090","2011-2012",5,1,0,0,3
"1280","2011-2012",0,0,0,0,0
"7110","2011-2012",39,1,3,7,2
"5530","2011-2012",10,1,1,2,1
"1200","2011-2012",30,1,6,7,2
"5400","2011-2012",6,0,0,3,0
"4020","2011-2012",33,7,7,4,7
"5430","2010-2011",7,0,0,0,1
"1060","2010-2011",8,2,0,0,0
"7270","2010-2011",6,0,0,1,1
"6340","2010-2011",2,0,0,1,2
"2340","2010-2011",0,0,0,0,0
"7310","2010-2011",2,0,0,2,0
"6060","2010-2011",23,6,1,13,2
"2420","2010-2011",7,0,1,1,0
"6450","2010-2011",8,0,0,2,0
"6480","2010-2011",2,0,0,0,0
"1390","2010-2011",0,0,0,0,0
"7200","2010-2011",3,0,0,1,0
"4330","2010-2011",11,1,0,2,0
"8430","2009-2010",1,0,0,1,0
"4220","2009-2010",5,0,0,2,0
"4270","2009-2010",1,0,0,3,0
"6060","2009-2010",18,8,1,8,2
"7010","2009-2010",34,2,1,5,1
"7100","2009-2010",17,2,0,3,0
"7110","2009-2010",21,2,1,6,0
"7530","2009-2010",2,0,1,1,0
"1260","2009-2010",8,0,0,1,0
"4280","2009-2010",19,0,1,1,0
"2470","2009-2010",4,0,0,2,0
"2490","2009-2010",1,2,0,0,0
"5080","2009-2010",3,0,0,0,0
"6260","2009-2010",9,1,0,3,0
"8410","2008-2009",5,1,0,0,0
"4310","2009-2010",9,0,0,1,0
"2720","2010-2011",4,1,0,0,1
"8180","2009-2010",5,3,0,4,0
"5210","2010-2011",3,0,0,0,1
"8090","2010-2011",8,6,0,1,3
"2510","2009-2010",3,0,0,1,0
"5170","2010-2011",7,0,0,2,0
"8030","2010-2011",17,11,1,3,3
"5240","2009-2010",18,7,0,3,5
"5330","2010-2011",7,0,0,3,0
"8270","2010-2011",7,0,0,1,0
"1440","2009-2010",22,0,1,0,0
"8260","2009-2010",0,0,1,0,0
"1300","2009-2010",10,0,0,0,0
"2240","2009-2010",7,0,4,0,0
"5320","2009-2010",4,0,0,0,0
"5330","2009-2010",2,0,0,1,0
"1360","2009-2010",17,0,2,2,0
"4100","2009-2010",22,2,1,3,1
"7430","2009-2010",2,0,1,2,0
"8350","2009-2010",18,0,1,5,0
"8390","2009-2010",16,1,0,1,0
"1050","2009-2010",4,0,0,0,0
"1080","2009-2010",16,15,1,6,1
"2630","2010-2011",2,0,1,1,0
"4570","2009-2010",2,0,0,0,0
"6050","2008-2009",3,0,0,1,0
"1290","2008-2009",9,0,2,0,0
"5290","2008-2009",11,0,0,1,1
"7270","2008-2009",13,0,1,7,0
"6270","2008-2009",1,0,0,0,0
"6010","2009-2010",7,0,0,6,0
"6030","2009-2010",54,16,2,13,1
"5390","2008-2009",9,0,0,0,0
"5410","2008-2009",1,0,0,0,0
"6310","2008-2009",1,0,1,0,0
"6320","2008-2009",16,0,1,0,0
"2160","2008-2009",20,2,1,5,1
"1060","2008-2009",11,0,0,1,0
"8030","2008-2009",23,5,0,4,0
"5470","2008-2009",2,0,0,2,1
"5530","2008-2009",11,0,1,4,0
"5080","2008-2009",2,0,0,0,0
"8180","2008-2009",3,0,1,0,0
"8230","2008-2009",2,1,0,1,0
"4300","2008-2009",18,0,1,2,0
"2240","2008-2009",9,0,0,1,0
"1360","2008-2009",13,1,2,1,0
"7310","2008-2009",7,0,0,0,0
"7330","2008-2009",12,0,0,0,1
"7350","2008-2009",4,0,0,0,0
"7390","2008-2009",17,2,1,1,1
"7130","2011-2012",7,0,0,2,2
"6390","2011-2012",7,0,0,2,2
"4370","2011-2012",1,0,0,0,0
"6400","2011-2012",0,0,0,0,1
"8180","2011-2012",1,0,1,0,0
"6540","2011-2012",8,0,0,3,0
"5510","2011-2012",12,4,0,6,1
"8210","2011-2012",1,0,2,3,0
"5240","2011-2012",19,8,0,5,5
"2420","2011-2012",12,0,1,2,2
"7280","2011-2012",35,0,6,9,1
"6200","2011-2012",1,0,0,2,1
"8230","2011-2012",0,0,0,0,0
"2630","2011-2012",3,0,0,0,0
"5020","2011-2012",67,13,10,9,31
"4390","2011-2012",3,1,2,3,2
"1250","2011-2012",3,0,2,2,0
"8370","2011-2012",0,0,0,1,1
"1020","2011-2012",23,8,2,6,5
"5260","2011-2012",13,1,2,6,4
"7300","2011-2012",6,1,1,2,0
"5300","2011-2012",7,2,0,2,3
"6060","2011-2012",24,11,3,10,8
"5370","2010-2011",3,0,0,1,0
"5390","2010-2011",6,0,0,3,0
"5480","2010-2011",1,0,0,1,0
"5510","2010-2011",22,7,0,11,2
"8380","2010-2011",3,0,0,1,0
"8390","2010-2011",17,1,0,2,0
"8440","2010-2011",3,0,0,1,1
"7290","2010-2011",7,0,0,3,0
"1100","2010-2011",29,5,0,8,1
"5590","2010-2011",4,0,1,3,0
"5600","2010-2011",2,2,0,0,0
"5650","2010-2011",9,0,0,0,0
"1230","2010-2011",25,0,1,2,0
"6350","2010-2011",9,0,0,3,0
"7360","2010-2011",5,1,0,3,0
"6050","2010-2011",2,0,1,0,1
"6090","2010-2011",6,0,0,3,0
"6400","2010-2011",2,0,0,0,0
"4440","2010-2011",10,1,1,1,1
"4530","2010-2011",1,0,0,1,0
"1300","2010-2011",11,0,0,0,0
"7470","2010-2011",1,0,0,0,0
"7500","2010-2011",20,0,0,4,1
"1280","2010-2011",1,0,0,1,0
"2090","2010-2011",9,2,1,4,1
"6230","2010-2011",5,0,0,3,0
"1360","2010-2011",14,0,1,4,0
"4060","2010-2011",8,3,0,3,0
"4100","2010-2011",16,0,1,3,1
"4220","2010-2011",2,0,0,0,0
"2520","2010-2011",1,0,0,1,0
"6270","2010-2011",0,0,0,0,0
"4320","2010-2011",15,0,0,1,0
"4370","2010-2011",1,2,0,0,0
"8410","2009-2010",3,0,0,0,0
"1390","2009-2010",2,0,1,1,0
"1430","2009-2010",9,1,1,1,0
"5020","2009-2010",64,19,2,22,1
"8020","2009-2010",29,14,1,10,1
"1280","2009-2010",0,0,0,0,0
"6110","2009-2010",12,0,1,2,0
"8270","2008-2009",13,1,0,2,0
"5530","2009-2010",12,0,0,2,0
"8380","2008-2009",8,0,0,1,0
"2020","2009-2010",1,1,0,1,0
"5090","2009-2010",0,1,0,0,0
"5560","2009-2010",1,0,0,0,0
"4370","2009-2010",0,0,0,0,0
"5210","2009-2010",2,0,0,0,1
"2730","2010-2011",7,0,0,0,0
"7220","2009-2010",29,3,0,3,0
"5240","2010-2011",10,2,0,2,3
"5200","2010-2011",7,1,1,0,2
"2160","2009-2010",10,4,0,3,0
"4390","2009-2010",22,0,1,1,0
"4400","2009-2010",19,0,0,1,0
"7300","2009-2010",5,0,1,1,1
"8270","2009-2010",6,0,0,1,0
"8300","2009-2010",3,0,1,3,1
"2620","2009-2010",1,0,0,2,0
"2650","2009-2010",0,2,0,0,0
"2690","2009-2010",3,0,0,0,0
"4530","2009-2010",6,0,0,0,0
"7400","2009-2010",10,0,0,0,0
"7470","2009-2010",1,0,0,0,0
"8400","2009-2010",1,0,0,1,0
"6470","2009-2010",8,2,0,3,1
"2320","2009-2010",1,0,0,2,1
"1100","2009-2010",37,7,0,5,1
"1190","2009-2010",2,1,0,0,0
"2340","2009-2010",1,0,0,0,0
"2380","2009-2010",0,0,0,0,0
"5390","2009-2010",2,1,0,1,0
"5110","2010-2011",18,2,0,1,1
"7120","2008-2009",126,13,2,16,3
"6070","2008-2009",4,0,0,2,0
"2440","2008-2009",5,0,2,3,0
"4030","2008-2009",7,0,0,2,1
"4150","2008-2009",2,1,0,2,0
"5250","2008-2009",6,1,0,1,0
"5260","2008-2009",2,0,0,5,1
"5320","2008-2009",5,1,0,0,0
"7220","2008-2009",22,0,0,5,0
"5430","2008-2009",5,0,0,0,0
"2010","2008-2009",11,0,0,0,2
"6300","2008-2009",2,0,0,2,0
"2130","2008-2009",10,2,1,6,1
"5020","2008-2009",65,6,0,5,2
"5510","2008-2009",31,1,0,1,1
"4470","2008-2009",3,0,0,0,0
"5110","2008-2009",44,3,1,2,0
"6390","2008-2009",5,1,0,2,0
"4330","2008-2009",7,0,0,1,0
"8160","2008-2009",3,0,0,1,1
"6470","2008-2009",3,0,0,1,0
"4400","2008-2009",21,0,3,3,1
"1400","2008-2009",3,0,0,2,0
"6210","2011-2012",13,0,1,3,1
"1190","2011-2012",1,0,0,1,2
"5480","2011-2012",3,0,0,0,1
"4560","2011-2012",3,0,0,0,2
"5170","2011-2012",4,2,3,2,0
"5420","2011-2012",12,0,0,2,1
"2490","2011-2012",2,0,0,0,0
"1260","2011-2012",4,0,2,4,0
"2160","2011-2012",8,2,2,3,4
"2260","2011-2012",13,1,1,3,0
"6380","2011-2012",2,0,0,1,6
"4300","2011-2012",8,0,1,2,1
"7200","2011-2012",1,0,0,1,0
"7260","2011-2012",9,0,0,1,0
"6220","2011-2012",3,0,1,2,0
"5110","2011-2012",24,2,0,0,1
"8030","2011-2012",35,17,6,6,13
"4530","2011-2012",3,0,0,1,0
"2730","2011-2012",4,0,3,1,3
"1400","2011-2012",0,0,0,2,1
"6240","2011-2012",5,0,1,0,2
"2620","2011-2012",0,0,2,2,3
"2720","2011-2012",7,0,2,0,0
"2690","2011-2012",1,0,0,0,0
"1060","2011-2012",6,3,1,0,11
"4430","2011-2012",3,0,0,2,0
"2650","2011-2012",0,0,0,1,3
"8140","2011-2012",21,2,12,10,4
"7380","2011-2012",4,0,1,3,0
"6450","2011-2012",2,0,2,2,0
"2290","2010-2011",2,0,0,0,2
"2370","2010-2011",14,1,0,3,1
"2380","2010-2011",1,0,0,0,0
"4430","2010-2011",5,0,0,1,0
"7300","2010-2011",11,2,0,1,0
"7320","2010-2011",2,0,1,0,0
"1190","2010-2011",2,0,0,0,0
"1250","2010-2011",1,0,0,1,0
"6430","2010-2011",3,0,0,2,1
"4450","2010-2011",13,1,0,2,0
"4460","2010-2011",13,1,0,2,0
"1330","2010-2011",10,0,0,2,0
"7460","2010-2011",6,0,0,0,0
"6200","2010-2011",0,0,0,2,0
"4570","2010-2011",13,0,0,0,0
"6280","2010-2011",10,0,2,0,0
"1460","2010-2011",15,0,1,2,1
"2160","2010-2011",12,1,0,5,1
"1530","2010-2011",5,0,0,2,0
"4280","2010-2011",8,0,1,1,1
"8340","2010-2011",2,0,0,0,0
"5420","2009-2010",1,1,0,0,0
"5050","2009-2010",5,0,0,0,0
"2010","2009-2010",16,3,2,2,1
"5590","2009-2010",10,0,0,2,0
"5650","2009-2010",8,0,2,3,0
"4330","2009-2010",22,1,0,0,0
"8120","2010-2011",13,2,2,3,0
"8430","2008-2009",1,1,1,0,0
"2090","2009-2010",12,3,0,5,1
"2580","2009-2010",2,0,0,0,0
"8020","2010-2011",29,12,1,8,1
"4430","2009-2010",2,2,0,1,0
"1290","2009-2010",10,0,1,1,0
"8140","2010-2011",16,0,1,3,0
"8230","2010-2011",1,0,0,0,0
"8250","2010-2011",4,0,2,1,0
"2190","2009-2010",0,0,0,1,1
"2200","2009-2010",4,2,0,0,0
"6400","2009-2010",1,0,0,0,1
"1460","2009-2010",35,0,0,0,1
"4460","2009-2010",5,0,0,1,0
"6460","2009-2010",1,0,0,0,1
"7490","2009-2010",6,0,0,1,0
"8320","2009-2010",3,1,0,0,0
"2650","2010-2011",0,2,0,0,0
"2730","2009-2010",5,0,1,1,1
"7010","2008-2009",36,7,1,14,0
"7130","2008-2009",21,1,0,1,0
"7150","2008-2009",7,0,0,2,0
"2410","2008-2009",1,0,0,0,0
"4140","2008-2009",35,5,1,10,5
"7260","2008-2009",2,0,0,0,0
"6020","2009-2010",43,17,4,13,1
"6050","2009-2010",1,1,0,1,1
"2510","2008-2009",3,0,0,0,0
"2520","2008-2009",1,0,0,2,0
"5350","2008-2009",7,1,1,1,0
"5370","2008-2009",22,0,1,1,1
"2000","2008-2009",108,6,3,4,2
"2580","2008-2009",0,0,0,0,0
"2620","2008-2009",3,0,0,1,0
"1010","2008-2009",42,14,0,12,1
"7300","2008-2009",13,0,0,2,1
"1530","2008-2009",0,0,0,0,0
"8040","2008-2009",2,0,0,0,0
"5440","2008-2009",1,0,0,3,0
"4430","2008-2009",3,0,0,1,0
"6350","2008-2009",2,1,0,1,0
"1150","2008-2009",17,1,0,0,0
"4310","2008-2009",7,0,1,3,1
"2200","2008-2009",16,0,0,3,0
"6430","2008-2009",0,0,0,1,0
"4380","2008-2009",3,0,0,2,0
"7380","2008-2009",14,0,3,1,0
"2320","2011-2012",10,0,1,6,3
"7390","2011-2012",12,2,5,3,2
"7430","2011-2012",17,0,1,4,0
"5290","2011-2012",2,0,0,0,0
"5340","2011-2012",5,1,0,3,0
"8380","2011-2012",1,1,2,1,0
"6340","2011-2012",21,0,0,0,4
"5250","2011-2012",4,0,2,2,1
"4220","2011-2012",1,0,0,0,0
"5330","2011-2012",13,0,3,4,0
"8400","2011-2012",0,0,0,1,0
"4440","2011-2012",3,0,2,3,1
"7350","2011-2012",12,0,5,6,2
"6020","2011-2012",27,20,2,13,2
"5370","2011-2012",2,0,1,3,0
"5650","2011-2012",11,0,1,2,0
"7010","2011-2012",27,12,4,12,20
"7270","2011-2012",7,6,5,8,1
"4380","2011-2012",1,0,0,1,0
"5050","2011-2012",3,1,1,0,0
"2380","2011-2012",0,0,0,0,0
"8410","2011-2012",1,0,2,1,2
"1080","2011-2012",22,5,3,3,5
"6040","2011-2012",4,1,0,4,0
"5320","2011-2012",10,2,0,2,3
"8390","2011-2012",20,0,0,1,0
"7530","2011-2012",0,0,1,3,0
"7440","2011-2012",7,0,0,1,6
"2390","2011-2012",16,0,6,0,1
"6260","2011-2012",22,0,1,3,4
"8010","2011-2012",91,33,2,15,20
"8440","2011-2012",6,0,0,2,0
"1470","2011-2012",24,1,3,2,1
"5420","2010-2011",4,0,0,1,0
"5500","2010-2011",10,0,0,1,0
"5450","2010-2011",17,4,0,4,0
"7260","2010-2011",9,0,0,1,0
"7280","2010-2011",29,0,2,1,0
"6330","2010-2011",39,2,1,7,0
"5680","2010-2011",13,0,2,4,2
"1580","2010-2011",4,0,0,0,0
"1260","2010-2011",4,0,1,1,0
"1200","2010-2011",14,2,0,0,1
"6030","2010-2011",18,14,0,6,1
"6040","2010-2011",0,3,0,2,1
"2440","2010-2011",7,0,1,2,0
"4480","2010-2011",1,0,0,0,0
"1290","2010-2011",10,1,0,5,0
"7430","2010-2011",8,0,1,3,0
"2020","2010-2011",1,0,0,0,0
"6210","2010-2011",12,1,0,1,0
"1370","2010-2011",9,1,0,1,0
"4140","2010-2011",28,5,2,11,0
"2510","2010-2011",0,0,0,1,0
"1410","2010-2011",17,1,0,3,0
"6250","2010-2011",8,0,0,1,0
"1430","2010-2011",2,0,0,2,0
"2210","2010-2011",2,0,1,0,1
"2240","2010-2011",7,0,0,1,0
"4310","2010-2011",3,1,0,3,0
"5400","2009-2010",8,1,0,1,0
"5480","2009-2010",3,0,0,0,0
"1370","2009-2010",3,0,0,1,0
"1400","2009-2010",3,0,0,1,0
"1420","2009-2010",10,0,1,2,0
"7510","2009-2010",2,0,0,0,0
"6100","2009-2010",3,0,0,1,0
"5490","2009-2010",13,0,1,2,0
