SCHOOL_CODE,SCHOOL_YEAR,AFRICAN_AMERICAN,WHITE,ASIAN,LATINO,OTHER,PACIFIC_ISLANDER,AMERICAN_INDIAN,SCH_LOW_INCOME_FAMILY
"4470","2008-2009",97.6,0.3,0,1.9,0.3,0,0,"85.5"
"4470","2009-2010",96.7,0.5,0,2,0.8,0,0,"89.5"
"4470","2010-2011",96.2,0.2,0,1.2,2.4,0,0,"90.5"
"4470","2011-2012",92.2,0.5,0,2,5.3,0,0,"89.7"
"4470","2012-2013",91,0.3,0,2.2,6.5,0,0,"95.2"
"4480","2008-2009",84.9,3.3,1,7.2,3.6,0,0,"58.7"
"4480","2009-2010",86.6,2.9,0.4,6.9,3.3,0,0,"57.5"
"4480","2010-2011",87.9,1.8,0.4,7,2.9,0,0,"51.8"
"4480","2011-2012",89.1,2,0.4,6.1,2.4,0,0,"59.7"
"4480","2012-2013",80.3,3.8,0.4,6.7,8.8,0,0,"60.3"
"4530","2008-2009",99.4,0,0,0.6,0,0,0,"86.8"
"4530","2009-2010",98,0.6,0,1.1,0.3,0,0,"90.4"
"4530","2010-2011",97.6,0.6,0,1.2,0.6,0,0,"93.6"
"4530","2011-2012",96.2,0.3,0,2.6,0.9,0,0,"94.4"
"4530","2012-2013",95.8,0.3,0,2.2,1.4,0,0.3,"94.4"
"4560","2008-2009",96.9,0.6,0,2.5,0,0,0,"86.4"
"4560","2009-2010",95.5,0.3,0,2.4,1.7,0,0,"93.6"
"4560","2010-2011",96.8,0.3,0,1.3,1.6,0,0,"90.3"
"4560","2011-2012",93.2,0.3,0,4.5,1.9,0,0,"94.2"
"4560","2012-2013",92.5,0.7,0,2.6,4.2,0,0,"95.9"
"4570","2008-2009",98.3,0,0,1.2,0.5,0,0,"88.4"
"4570","2009-2010",95.9,0.5,0.3,1.9,1.4,0,0,"94.5"
"4570","2010-2011",95.9,0.8,0,1.6,1.6,0,0,"94.6"
"4570","2011-2012",95.1,0.9,0,1.7,2.3,0,0,"94.8"
"4570","2012-2013",94.3,0.8,0.5,1.1,3.3,0,0,"94.9"
"5020","2008-2009",16.6,1.7,0.8,80.4,0.6,0,0,"86.2"
"5020","2009-2010",15.5,1.2,0.7,82.2,0.4,0,0,"89.9"
"5020","2010-2011",15.1,1.2,0.6,82.7,0.4,0,0,"90.5"
"5020","2011-2012",17.2,1.6,0.4,80.3,0.5,0,0,"90.3"
"5020","2012-2013",16.9,1.4,0.3,80.6,0.9,0,0,"94.4"
"5050","2008-2009",66.4,6.1,1.4,25.6,0.4,0,0,"76"
"5050","2009-2010",64.9,5.3,0.8,28.6,0.4,0,0,"76"
"5050","2010-2011",62.9,3.6,1.2,31,1.2,0,0,"83.2"
"5050","2011-2012",58.1,3.4,1.3,36,1.3,0,0,"89.3"
"5050","2012-2013",56.8,3.9,1.5,35.9,1.5,0,0.5,"88.8"
"5060","2008-2009",56.4,5.1,2,35.8,0.7,0,0,"83.4"
"5060","2009-2010",54.5,4.7,1.9,37.5,1.4,0,0,"83.7"
"5060","2010-2011",56.9,3.8,1.9,36.2,1.3,0,0,"84.9"
"5060","2011-2012",56.6,3.8,1.4,37.2,1,0,0,"89.2"
"5060","2012-2013",56.9,2.9,1.3,38,0.7,0,0.1,"90.4"
"5070","2008-2009",98.6,0.3,0,1,0,0,0,"57.1"
"5070","2009-2010",98.9,0,0,0.7,0.4,0,0,"60.7"
"5070","2010-2011",97.1,0.7,0,1.8,0.4,0,0,"58.6"
"5070","2011-2012",95.6,0.7,0,2.4,1.4,0,0,"74.7"
"5070","2012-2013",94.6,0.8,0,2.7,1.9,0,0,"76.5"
"5080","2008-2009",79.2,5.4,8.5,6.9,0,0,0,"62.1"
"5080","2009-2010",78.7,4.5,8,7.4,1.3,0,0,"73.2"
"5080","2010-2011",79.8,4.1,6.9,7.9,1.3,0,0,"75.1"
"5080","2011-2012",83,2.4,6.1,6.9,1.6,0,0,"75.5"
"5080","2012-2013",80.7,1.9,7.4,8.1,1.7,0,0.2,"84.8"
"5090","2008-2009",98.8,0.6,0.3,0.3,0,0,0,"61"
"5090","2009-2010",98.7,0.3,0.3,0.3,0.3,0,0,"61.7"
"5090","2010-2011",97.9,0.7,0.7,0.3,0.3,0,0,"74.1"
"5090","2011-2012",96.2,1.9,0.8,0.8,0.4,0,0,"83.2"
"5090","2012-2013",96.5,1.5,0.4,1.2,0.4,0,0,"84.7"
"5110","2008-2009",26.4,15.2,2.4,54.9,1,0,0,"88.3"
"5110","2009-2010",28.8,16.6,1.7,51.5,1.4,0,0,"93.6"
"5110","2010-2011",28.7,17.3,1.7,50.5,1.7,0,0,"94.7"
"5110","2011-2012",25.5,23.6,1.1,46.2,3.6,0,0,"94.1"
"5110","2012-2013",24.2,27.3,2.3,40.2,5.9,0,0,"94.7"
"5150","2008-2009",56.5,14.3,12.7,15.7,0.9,0,0,"59"
"5150","2009-2010",54.5,14.6,10.9,18.7,1.3,0,0,"60.7"
"5150","2010-2011",54.3,11.9,11,21.6,1.3,0,0,"61.7"
"5150","2011-2012",53.5,11,12.6,21.7,1.3,0,0,"73.9"
"5150","2012-2013",54,11.7,12.8,19.8,1.6,0,0.2,"75.7"
"5170","2008-2009",5,2,0.2,92.5,0.3,0,0,"88.8"
"5170","2009-2010",4.9,1.4,0,92.9,0.8,0,0,"93.9"
"5170","2010-2011",4.7,1.4,0,93.1,0.7,0,0,"94"
"5170","2011-2012",3.8,1.1,0.5,93.3,1.3,0,0,"94.6"
"5170","2012-2013",8.2,1.1,0.5,88.4,1.7,0,0.2,"94.9"
"5200","2008-2009",4.8,85.1,2.2,5.1,2.9,0,0,"75.6"
"5200","2009-2010",6.5,84.1,1.3,4.7,3.4,0,0,"83.2"
"5200","2010-2011",5.7,83.6,1.9,5.7,3.1,0,0,"84.5"
"5200","2011-2012",6.5,80,1.5,7.5,4.5,0,0,"85.1"
"5200","2012-2013",10.1,74.6,1.5,7.4,6.4,0,0,"84.2"
"5210","2008-2009",16.2,14.7,22.6,42.1,4.3,0,0,"88.6"
"5210","2009-2010",18.4,15.3,21.5,42,2.9,0,0,"94.2"
"5210","2010-2011",13.9,13.9,22.4,44.9,4.9,0,0,"93.9"
"5210","2011-2012",17.1,11.6,19.9,46.9,4.5,0,0,"94.1"
"5210","2012-2013",15.7,12.5,18.3,47.7,5.9,0,0,"94.5"
"5230","2008-2009",45.7,16.4,4.8,31.9,1.2,0,0,"76.2"
"5230","2009-2010",42.6,14.7,4.3,36.5,1.9,0,0,"75.9"
"5230","2010-2011",41.4,11.5,4.2,40,3,0,0,"83.7"
"5230","2011-2012",39.5,9.7,4,44.1,2.7,0,0,"88.8"
"5230","2012-2013",42.4,9,3.8,42.2,2.6,0,0,"90.2"
"5240","2008-2009",35.2,30,1.8,32.2,0.7,0,0,"84"
"5240","2009-2010",32.6,25.7,1.3,39.4,1,0,0,"83.9"
"5240","2010-2011",33.2,25.4,1.9,38.8,0.7,0,0,"90.3"
"5240","2011-2012",33.8,24.8,1,38.3,2.1,0,0,"90.6"
"5240","2012-2013",29.9,25.9,0.8,42.6,0.4,0,0.4,"94.6"
"5250","2008-2009",98.1,0,0,0.5,1.4,0,0,"85.2"
"5250","2009-2010",93.4,0,1.1,2.2,3.3,0,0,"93.4"
"5250","2010-2011",92.9,0,0,4.7,2.4,0,0,"90.4"
"5250","2011-2012",93.2,0,0,2.8,4,0,0,"94.2"
"5250","2012-2013",92,0.4,0,2.7,4.9,0,0,"94.5"
"5260","2008-2009",22.3,2.2,0.7,73.8,1,0,0,"90.3"
"5260","2009-2010",24,2.8,0.5,70.8,1.9,0,0,"94.5"
"5260","2010-2011",19.9,3.2,0.6,72.2,4.1,0,0,"94.8"
"5260","2011-2012",17.9,2.4,0.8,73.3,5.6,0,0,"94.5"
"5260","2012-2013",18.8,2.6,0.5,71.5,6.5,0,0.1,"96.7"
"5280","2008-2009",20.1,0.7,0,78.7,0.5,0,0,"88.6"
"5280","2009-2010",19.1,0.7,0,78.5,1.7,0,0,"94.2"
"5280","2010-2011",19.6,0.5,0.2,78,1.6,0,0,"94.6"
"5280","2011-2012",21.9,0.9,0.6,74.3,2.3,0,0,"94.6"
"5280","2012-2013",21.9,0.6,0.6,73.9,2.9,0,0,"93.6"
"5290","2008-2009",76.7,0.5,0.5,21.3,1,0,0,"91.2"
"5290","2009-2010",76.6,0.2,0.7,18.9,3.6,0,0,"95.9"
"5290","2010-2011",71.5,0.8,1.6,20.6,5.5,0,0,"94.7"
"5290","2011-2012",68,1.3,1.6,23.9,5.2,0,0,"95"
"5290","2012-2013",68,1.5,1.8,21,7.6,0,0,"95.9"
"5300","2008-2009",8.2,67.3,1.8,19.1,3.6,0,0,"86.4"
"5300","2009-2010",9.8,63.9,1.2,18.9,6.2,0,0,"89.5"
"5300","2010-2011",8.5,66.8,1.2,17.2,6.2,0,0,"89.8"
"5300","2011-2012",9.5,67.5,1.4,16.5,5,0,0,"93.3"
"5300","2012-2013",8.8,65.2,1.2,15.8,9.1,0,0,"90.1"
"5320","2008-2009",75.2,0.2,0.2,24.3,0,0,0,"91.2"
"5320","2009-2010",74.1,0.5,0,25.4,0,0,0,"95.1"
"5320","2010-2011",71,1,0,26.1,2,0,0,"95"
"5320","2011-2012",72.7,0.5,0,24.8,2,0,0,"94.9"
"5320","2012-2013",70,0.2,0,26,3.4,0,0.5,"95.7"
"5330","2008-2009",13.8,2,0.2,82.1,2,0,0,"87.2"
"5330","2009-2010",13.3,1.8,0.2,81.7,3,0,0,"93.6"
"5330","2010-2011",11.4,1.7,0.2,81.5,5.2,0,0,"93.9"
"5330","2011-2012",10.4,1.4,0,84.3,3.9,0,0,"94.3"
"5330","2012-2013",9.4,1.8,0.6,83.2,4.9,0,0,"94.8"
"5340","2008-2009",64.2,0.7,0,28.8,6.3,0,0,"86"
"5340","2009-2010",69.2,0,0.4,25.4,5.1,0,0,"90.3"
"5340","2010-2011",68,0,1.3,27,3.7,0,0,"95.3"
"5340","2011-2012",66.1,0.7,1.4,27.5,4.4,0,0,"94.1"
"5340","2012-2013",68.8,0.6,2.1,22.3,5.5,0,0.6,"93.9"
"5350","2008-2009",20.6,2.2,0.3,72.7,4.1,0,0,"86.8"
"5350","2009-2010",22.4,0.7,1,72,3.9,0,0,"90.6"
"5350","2010-2011",25.3,1.4,1.7,67,4.5,0,0,"93.9"
"5350","2011-2012",29.2,1.3,1.3,63,5.2,0,0,"94.9"
"5350","2012-2013",30.2,2,1.4,61.7,4.4,0,0.3,"94.6"
"5370","2008-2009",15.7,17.2,0,58.4,8.7,0,0,"84.3"
"5370","2009-2010",16.9,13.2,0.5,55.5,13.9,0,0,"89.6"
"5370","2010-2011",17.5,10.9,0.7,54.1,16.8,0,0,"89.6"
"5370","2011-2012",15.5,10.6,0.5,54.7,18.7,0,0,"89.8"
"5370","2012-2013",15.1,9.8,0.7,56.5,17.5,0,0.4,"89.7"
"5390","2008-2009",21.4,0.8,0,76.9,0.8,0,0,"90.2"
"5390","2009-2010",19.8,0.8,0,78.1,1.3,0,0,"94.5"
"5390","2010-2011",20,1.7,0.5,76.3,1.4,0,0,"94"
"5390","2011-2012",19,1.2,0.5,76.8,2.5,0,0,"94.9"
"5390","2012-2013",19.9,1.2,0.7,75.4,2.5,0,0.2,"95.3"
"5400","2008-2009",17.4,54.2,0.3,23,5,0,0,"85.3"
"5400","2009-2010",16.1,54.1,0.5,22.4,7.1,0,0,"85.4"
"5400","2010-2011",15.3,53,0.7,23.2,7.8,0,0,"88.7"
"5400","2011-2012",12.1,52.3,0.9,26.6,8.2,0,0,"89.3"
"5400","2012-2013",15.1,45.9,0.9,28.1,9.9,0,0.1,"93.6"
"5410","2008-2009",7.9,0.8,0,90.2,1.1,0,0,"91.3"
"5410","2009-2010",7.4,1.1,0.4,90,1.1,0,0,"94.6"
"5410","2010-2011",6.4,0.4,0.4,91.8,1.1,0,0,"93.9"
"5410","2011-2012",7.4,6,0.4,84.1,2.1,0,0,"93.9"
"5410","2012-2013",7.2,4.3,0.4,85.1,2.9,0,0,"95.9"
"5420","2008-2009",23.9,1,0.3,74.5,0.3,0,0,"87.2"
"5420","2009-2010",22.9,1.2,0.3,75,0.7,0,0,"90.5"
"5420","2010-2011",23.3,0.5,0.3,73.9,2,0,0,"93.6"
"5420","2011-2012",26.6,0.7,0.3,68.8,3.6,0,0,"93.6"
"5420","2012-2013",24.8,0.2,0.4,70.8,3.9,0,0,"95.5"
"5430","2008-2009",19.2,52.4,1.5,25.4,1.5,0,0,"74.3"
"5430","2009-2010",19.8,50.2,2.4,25.7,1.9,0,0,"75.5"
"5430","2010-2011",20.4,49.5,3.1,25.3,1.8,0,0,"83.2"
"5430","2011-2012",23.6,43.6,3.8,24.4,4.6,0,0,"84.6"
"5430","2012-2013",20.4,46.2,4.3,22.9,6.3,0,0,"85.5"
"5440","2008-2009",35.8,6.9,1.5,55.1,0.7,0,0,"89.5"
"5440","2009-2010",37.9,7.8,0.9,52.1,1.2,0,0,"94.2"
"5440","2010-2011",39.3,8,0.7,50.5,1.6,0,0,"94.2"
"5440","2011-2012",35.9,7.2,0.5,53.7,2.7,0,0,"94.4"
"5440","2012-2013",33.7,7.4,0.5,54.7,3.8,0,0,"96.0"
"5450","2008-2009",20.2,54.3,1.3,23.5,0.8,0,0,"83.1"
"5450","2009-2010",20.7,52.7,0.9,24.5,1.1,0,0,"85"
"5450","2010-2011",26.7,43.3,1,28.1,1,0,0,"85.4"
"5450","2011-2012",30.8,36.4,0.5,31.5,0.8,0,0,"89.7"
"5450","2012-2013",27.8,42.1,0.3,29.5,0.3,0,0,"93.6"
"5470","2008-2009",16.8,2.2,0.2,80.1,0.6,0,0,"89"
"5470","2009-2010",14.2,1.9,0,82.2,1.7,0,0,"94.2"
"5470","2010-2011",13.5,2.1,0,82.1,2.2,0,0,"94.7"
"5470","2011-2012",14.1,2.3,0,81.1,2.5,0,0,"94.6"
"5470","2012-2013",14,2,0,80.3,3.6,0.1,0,"95.7"
"5480","2008-2009",90,4,0.2,4.2,1.6,0,0,"84.4"
"5480","2009-2010",87,5.5,0.7,4.8,2.1,0,0,"85.4"
"5480","2010-2011",85.7,6.8,0.5,4.1,2.9,0,0,"84.7"
"5480","2011-2012",83.8,6.4,0.2,6.2,3.3,0,0,"88.8"
"5480","2012-2013",84.3,6.3,0.7,4,4.7,0,0,"85.6"
"5490","2008-2009",36.9,2,0.9,58.7,1.5,0,0,"87.5"
"5490","2009-2010",38.3,1.3,1.3,57.3,1.8,0,0,"93.6"
"5490","2010-2011",33.5,1.5,1.3,61.6,2.1,0,0,"93.8"
"5490","2011-2012",31.9,1,1.5,62.5,3.2,0,0,"93.7"
"5490","2012-2013",28.3,1.5,0.5,64.6,4.4,0,0.7,"90.3"
"5500","2008-2009",61.4,0.5,9.2,26.7,2.2,0,0,"85.5"
"5500","2009-2010",63.3,1.2,7,25.4,3.2,0,0,"84.8"
"5500","2010-2011",64.4,1,6.3,25,3.4,0,0,"85.1"
"5500","2011-2012",62.2,1.7,6.5,25.1,4.4,0,0,"89.5"
"5500","2012-2013",62.3,1.4,6,23.5,6.9,0,0,"88.5"
"5510","2008-2009",33.5,15.1,0.8,50.3,0.4,0,0,"84.7"
"5510","2009-2010",31.9,11.4,1.8,54.6,0.4,0,0,"89.5"
"5510","2010-2011",28.5,12,1.6,57.6,0.2,0,0,"89.2"
"5510","2011-2012",24.9,10.2,1.6,62.8,0.5,0,0,"90"
"5510","2012-2013",28.7,9.4,1.6,60.3,0,0,0,"94.6"
"5520","2008-2009",33.7,10.5,1.3,54,0.6,0,0,"85.4"
"5520","2009-2010",33.4,9.5,0.4,56.3,0.4,0,0,"89"
"5520","2010-2011",31.8,9.4,0.8,57.8,0.2,0,0,"89.6"
"5520","2011-2012",27,9.2,1.6,62.2,0,0,0,"90.6"
"5520","2012-2013",28.3,8.7,0.7,62.1,0.2,0,0,"94.1"
"5530","2008-2009",33.7,2.8,2.5,57.7,3.3,0,0,"89.6"
"5530","2009-2010",32.3,3.2,2.8,57.5,4.2,0,0,"94.5"
"5530","2010-2011",29.6,2.5,1.8,61.2,4.9,0,0,"95.1"
"5530","2011-2012",30.1,2.3,1.9,58.6,7.2,0,0,"94.5"
"5530","2012-2013",27.3,1.6,1.9,61.3,7.6,0,0.3,"96.6"
"5550","2008-2009",30.1,15,3,51,0.9,0,0,"85.1"
"5550","2009-2010",31.1,11.1,2.6,54.3,0.9,0,0,"89.5"
"5550","2010-2011",31.9,9.9,3,55,0.2,0,0,"89.5"
"5550","2011-2012",30.3,7.7,3.4,58.4,0.2,0,0,"93.4"
"5550","2012-2013",25.7,8.2,1.9,63.9,0.3,0,0,"94.7"
"5560","2008-2009",92.9,1.2,0.6,5,0.3,0,0,"87.1"
"5560","2009-2010",91.3,1.6,0.6,5.4,1,0,0,"90.2"
"5560","2010-2011",94.3,0.7,0.7,4.1,0.3,0,0,"90.4"
"5560","2011-2012",92.7,0.7,0,5.6,1,0,0,"90.6"
"5560","2012-2013",88.3,0.7,2.6,5.8,2.2,0,0.4,"89.9"
"5590","2008-2009",34.1,12.2,0.2,50.6,2.9,0,0,"89.7"
"5590","2009-2010",33.6,10.8,0.1,52.6,2.8,0,0,"94.6"
"5590","2010-2011",34,10.7,0.1,50.8,4.4,0,0,"94.5"
"5590","2011-2012",32.9,11.3,0.2,51.2,4.4,0,0,"94.8"
"5590","2012-2013",31.8,12.2,0.2,49.4,5.8,0,0.7,"96.8"
"5600","2010-2011",38.3,11.1,0,50.6,0,0,0,
"5600","2011-2012",33.7,9.6,1.2,55.4,0,0,0,"90.2"
"5600","2012-2013",35.2,9.3,1.3,53.3,0.9,0,0,"94.2"
"5650","2008-2009",41.3,9.5,1.1,47.5,0.6,0,0,"91.6"
"5650","2009-2010",45.1,7.1,0,47.3,0.4,0,0,"96.1"
"5650","2010-2011",45.1,11.5,0.9,40.7,1.8,0,0,"95"
"5650","2011-2012",40.6,10.5,0.4,47.3,1.3,0,0,"95.7"
"5650","2012-2013",41.7,13.6,0,44.7,0,0,0,"95.7"
"5680","2008-2009",8.9,0.9,0.2,89,1,0,0,"89.1"
"5680","2009-2010",9,0.9,0.1,89.5,0.6,0,0,"93.7"
"5680","2010-2011",9.7,1,0,88.9,0.4,0,0,"94.1"
"5680","2011-2012",12.3,1.4,0,85.3,1.1,0,0,"94.3"
"5680","2012-2013",11.1,1.7,0,84.5,2.7,0,0,"96.1"
"6010","2008-2009",30.7,31.6,28.9,7.6,1.2,0,0,"47.5"
"6010","2009-2010",32.4,29,29.9,7.2,1.5,0,0,"47.8"
"6010","2010-2011",32,28.4,30.1,7.6,1.8,0,0,"49"
"6010","2011-2012",32.5,26.5,30.6,7.6,2.7,0,0,"50.4"
"6010","2012-2013",31.1,25.1,31.9,8.7,2.8,0,0.4,"57.0"
"6020","2008-2009",98,0.5,0.2,0.9,0.5,0,0,"83.2"
"6020","2009-2010",97.6,0.1,0,1.8,0.5,0,0,"83.2"
"6020","2010-2011",97.9,0.1,0,1.3,0.6,0,0,"84.1"
"6020","2011-2012",96.4,1.1,0,2,0.5,0,0,"85.5"
"6020","2012-2013",96.6,1.2,0,1.6,0.4,0,0.1,"89.5"
"6030","2008-2009",82.9,12.4,1.5,1.9,1.2,0,0,"62.3"
"6030","2009-2010",83.4,12.5,1.1,1.5,1.4,0,0,"73.7"
"6030","2010-2011",81,14.4,0.9,2.5,1.2,0,0,"75.6"
"6030","2011-2012",79,15.2,1.3,3.2,1.1,0,0,"83.3"
"6030","2012-2013",75.2,18.6,1.9,3.5,0.8,0,0,"83.9"
"6040","2008-2009",62.8,24,1.3,9.7,2.3,0,0,"57.2"
"6040","2009-2010",62.4,23.7,1.1,11.2,1.6,0,0,"58.6"
"6040","2010-2011",62.7,23.6,1.4,11.5,0.9,0,0,"60.4"
"6040","2011-2012",62.5,23,1.6,12.1,1,0,0,"62.1"
"6040","2012-2013",63.7,19.7,1.3,14,0.9,0,0.4,"73.3"
"6050","2008-2009",62.9,11.4,16.8,8.1,0.8,0,0,"57"
"6050","2009-2010",63.9,10.3,17.1,7.9,0.8,0,0,"58.2"
"6050","2010-2011",64,9.1,17.7,8.4,0.8,0,0,"58.9"
"6050","2011-2012",66,7.7,16.6,8.7,1,0,0,"62.4"
"6050","2012-2013",66.2,6.8,15.1,11,1,0,0,"74.3"
"6060","2008-2009",97.7,0.6,0.2,1,0.5,0,0,"74"
"6060","2009-2010",97.9,0.2,0.2,0.9,0.7,0,0,"74.1"
"6060","2010-2011",96.8,0.6,0.5,1.2,0.9,0,0,"75.1"
"6060","2011-2012",97,0.9,0.1,1.5,0.6,0,0,
"6060","2012-2013",96.3,0.7,0.3,2.1,0.5,0,0.1,"84.4"
"6070","2008-2009",76.5,6.4,2.3,13.5,1.3,0,0,"61"
"6070","2009-2010",82.4,3.6,0.7,12.4,1,0,0,"61.5"
"6070","2010-2011",84.6,3.8,0.9,10.3,0.3,0,0,"73"
"6070","2011-2012",85.2,2.9,1.2,10.7,0,0,0,"76.4"
"6070","2012-2013",82.5,3.2,1.2,13.1,0,0,0,"83.3"
"6090","2008-2009",93.1,1.3,0.3,4.8,0.5,0,0,"74.2"
"6090","2009-2010",92.4,0.7,0.5,5.9,0.5,0,0,"75"
"6090","2010-2011",91.2,1.7,0.3,6.5,0.3,0,0,"83.6"
"6090","2011-2012",88.9,2,0.3,8.8,0,0,0,"84.5"
"6090","2012-2013",89.8,1.8,0.4,8,0,0,0,"85.4"
"6100","2008-2009",96.7,1.1,0,2.2,0,0,0,"74.6"
"6100","2009-2010",97,0.7,0,2.3,0,0,0,"73"
"6100","2010-2011",98.1,0.3,0,1,0.6,0,0,"74.5"
"6100","2011-2012",96.5,0.4,0,2.3,0.8,0,0,"74"
"6100","2012-2013",94.5,0.7,0,3.3,1.5,0,0,"84.0"
"6110","2008-2009",96.6,0.3,0,2.6,0.5,0,0,"83.9"
"6110","2009-2010",96.4,0.5,0.3,2.3,0.5,0,0,"85"
"6110","2010-2011",96.6,1.1,0.3,1.7,0.3,0,0,"88.6"
"6110","2011-2012",95.6,0.9,0,3.2,0.3,0,0,"89.1"
"6110","2012-2013",97.8,0,0.3,1.9,0,0,0,"90.4"
"6200","2008-2009",97.3,0.4,0.2,1,1.2,0,0,"73.6"
"6200","2009-2010",95.4,0.6,0.2,2.9,1,0,0,"74.7"
"6200","2010-2011",94.3,0.4,0.4,2.8,2,0,0,"75.1"
"6200","2011-2012",93.4,0.9,0.2,2.8,2.8,0,0,"75.3"
"6200","2012-2013",95.5,0.8,0.2,1.5,1.9,0,0,"84.2"
"6210","2008-2009",99,0,0.2,0.7,0.2,0,0,"72.6"
"6210","2009-2010",98,0.2,0.2,1.2,0.5,0,0,"61.8"
"6210","2010-2011",98,0.2,0.2,1,0.7,0,0,"73.8"
"6210","2011-2012",97.8,0,0.2,0.7,1.3,0,0,"73.4"
"6210","2012-2013",94.8,0.4,0,1.8,3,0,0,"74.5"
"6220","2008-2009",94.7,0.9,0.5,2,1.8,0,0,"85"
"6220","2009-2010",95.9,0.7,0.2,1.9,1.2,0,0,"85.1"
"6220","2010-2011",95.3,0.5,0.3,2.7,1.2,0,0,"85.2"
"6220","2011-2012",94,0.7,0.3,2.8,2.1,0,0,"84.8"
"6220","2012-2013",94,0.6,0.2,2.1,3.1,0,0,"89.5"
"6230","2008-2009",98,0.6,0,0.6,0.9,0,0,"73.3"
"6230","2009-2010",98.5,0,0,0.6,0.9,0,0,"73.5"
"6230","2010-2011",96,0.3,0,2.4,1.2,0,0,"75.6"
"6230","2011-2012",95.5,0.3,0.3,2.6,1.3,0,0,"84.7"
"6230","2012-2013",96.5,0.3,0,2.1,1,0,0,"84.7"
"6240","2008-2009",93.5,0.6,0,4.5,1.4,0,0,"88"
"6240","2009-2010",94.7,0.6,0,3.2,1.5,0,0,"90.3"
"6240","2010-2011",94.2,0.6,0,4.1,1.2,0,0,"89.9"
"6240","2011-2012",92,0.9,0,6,1.1,0,0,"93.5"
"6240","2012-2013",93.7,1.1,0,3.8,1.1,0,0.3,"94.1"
"6250","2008-2009",82.6,11.1,0.6,2.4,3.4,0,0,"57.8"
"6250","2009-2010",77.7,15.7,0.8,2.5,3.3,0,0,"58.2"
"6250","2010-2011",77.8,15.8,0.7,2.1,3.7,0,0,"60.4"
"6250","2011-2012",78.2,13.7,0.7,1.9,5.6,0,0,"60.5"
"6250","2012-2013",76,12.8,1.2,2.6,7.5,0,0,"73.0"
"6260","2008-2009",96.1,1.3,0.4,1.7,0.4,0,0,"60.8"
"6260","2009-2010",91.9,1.9,0.4,2.9,2.9,0,0,"62.1"
"6260","2010-2011",89.4,2.7,0.8,3,4,0,0,"62"
"6260","2011-2012",86.5,3.4,0.4,2.6,7.2,0,0,"74.1"
"6260","2012-2013",85.6,3.7,0.2,2.6,7.8,0,0.2,"83.4"
"6270","2008-2009",83.2,8.6,2.4,1.9,3.9,0,0,"47.7"
"6270","2009-2010",82.9,8.9,2.2,2.2,3.9,0,0,"48.5"
"6270","2010-2011",84.2,7.4,1.6,2.2,4.6,0,0,"51.7"
"6270","2011-2012",82.7,7.1,1.2,2.7,6.3,0,0,"57.3"
"6270","2012-2013",81,8.3,1.3,2.5,6.9,0,0,"58.2"
"6280","2008-2009",97,0.4,0,2.4,0.2,0,0,"85.3"
"6280","2009-2010",97.1,0.4,0,2.1,0.4,0,0,"88.6"
"6280","2010-2011",96,0.6,0,1.8,1.6,0,0,"85.1"
"6280","2011-2012",95.2,0.2,0,2,2.6,0,0,"85.5"
"6280","2012-2013",93.4,0.6,0,1.8,3.7,0,0.4,"90.1"
"6300","2008-2009",95,0.9,0.7,2.5,0.9,0,0,"85.6"
"6300","2009-2010",93.7,0.8,0.5,2.8,2.3,0,0,"89.4"
"6300","2010-2011",91.9,0.8,0.5,3,3.8,0,0,"88.8"
"6300","2011-2012",92.2,0.6,1.1,3.1,3.1,0,0,"85.4"
"6300","2012-2013",91.2,0.6,1.7,3.7,2.5,0,0.3,"89.3"
"6310","2008-2009",98.2,0,0.3,1.2,0.3,0,0,"61.4"
"6310","2009-2010",97.8,0.3,0,1.1,0.8,0,0,"60.1"
"6310","2010-2011",97.7,0,0,1,1.3,0,0,"73.8"
"6310","2011-2012",96.4,0.3,0,2,1.3,0,0,"75.1"
"6310","2012-2013",96.1,0.8,0,1.3,1.8,0,0,"83.7"
"6320","2008-2009",88.6,8.5,0,1.8,1.1,0,0,"83.1"
"6320","2009-2010",88.4,8.6,0.4,1.1,1.5,0,0,"83.7"
"6320","2010-2011",86.1,10,0.4,1.3,2.2,0,0,"84.6"
"6320","2011-2012",84.2,11.1,0.4,1.3,3,0,0,"89.3"
"6320","2012-2013",80.1,12.5,0,1.4,5.9,0,0,"89.4"
"6330","2008-2009",97.1,0.6,0,1.9,0.4,0,0,"86.8"
"6330","2009-2010",97.1,0.5,0.2,1.4,0.9,0,0,"89.6"
"6330","2010-2011",98.2,0.2,0,1,0.7,0,0,"89.8"
"6330","2011-2012",94.9,0.4,0,3.2,1.5,0,0,"90.6"
"6330","2012-2013",96.1,0.6,0,1.6,1.4,0,0.4,"95.2"
"6340","2008-2009",98.6,1,0,0.2,0.2,0,0,"83.9"
"6340","2009-2010",97.8,1.2,0,1,0,0,0,"88.7"
"6340","2010-2011",96.7,1.6,0,1.2,0.5,0,0,"88.8"
"6340","2011-2012",96.3,1.6,0,0.5,1.6,0,0,"88.7"
"6340","2012-2013",95.4,1.8,0,0.8,1.8,0,0.3,"89.4"
"6350","2008-2009",98.4,0.2,0.2,0.9,0.2,0,0,"82.8"
"6350","2009-2010",98.4,0.2,0,0.7,0.7,0,0,"83.1"
"6350","2010-2011",97.8,0.9,0,0.4,0.9,0,0,"76.3"
